id|name|parent|tie_line|address|mail_code|phone_type|phone_number
277742|ASSOCIATE DEAN, OFFICE OF|277736|MS* 1-2324||4600|OFFICE|212-851-2324
277745|CAREER DEVELOPMENT CENTER, OFFICE OF|277736|MS* 1-2320||4600|OFFICE|212-851-2320
277747|DEAN, OFFICE OF|277736|MS* 1-2289||4600|OFFICE|212-851-2289
277750|FIELD EDUCATION OFFICE|277736|MS* 1-2307||4600|OFFICE|212-851-2307
277752|FINANCIAL MANAGEMENT AND ADMINISTRATION|277736|MS* 1-2356||4600|OFFICE|212-851-2356
277753|LIBRARY|277736|||4600||
277757|STUDENT SERVICES|277736|MS* 1-2364||4600|OFFICE|212-851-2364
277759|STUDENT UNION OFFICE|277736|MS* 1-2361||4600|OFFICE|212-851-2361
277762|FAX|277761|MC* 5-6416|||FAX|212-305-6416
277766|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277765|||||
277768|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277767|||||
277770|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277769|||||
277772|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277771|||||
277774|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|277773|||||
277779|PHONE|277778|MS* 4-4631|||OFFICE|212-854-4631
277781|FAX|277778|MS* 4-4069|||FAX|212-854-4069
277786|FAX|277785|MS* 4-2963|||FAX|212-854-2963
277791|WWW.COLUMBIA.EDU/ACIS/SOFTWARE/LICENSES|277790|||||
277792|SITELIC@COLUMBIA.EDU|277790|||||
277799|PHONE|277798|MS* 4-4909|||OFFICE|212-854-4909
277801|FAX|277798|MS* 4-3434|||FAX|212-854-3434
277810|FAX|277809||||FAX|212-866-9664
277814|DEPARTMENTAL ADMINISTRATOR|277813|MS* 4-8661||1301|OFFICE|212-854-8661
277816|COLUMBIA COLLEGE|277813|MS* 4-4338||1301|OFFICE|212-854-4338
277817|GENERAL STUDIES|277813|MS* 4-4338||1301|OFFICE|212-854-4338
277818|GRADUATE SCHOOL OF ARTS AND SCIENCES|277813|MS* 4-4882||1301|OFFICE|212-854-4882
277819|HISPANIC INSTITUTE|277813|MS* 4-8787||1301|OFFICE|212-854-8787
277821|FAX|277820|MS* 4-7400|||FAX|212-854-7400
277823|EDITORIAL/NEWS|277822|MS* 4-9550|||OFFICE|212-854-9550
277831|ADVERTISING/BUSINESS|277822|MS* 4-9552|||OFFICE|212-854-9552
277837|TEACHERS COLLEGE|277836|||||
277839|FAX|277838|MS* 4-6323|||FAX|212-854-6323
277848|FAX|277845|MS* 1-2164|||FAX|212-851-2164
277856|FAX|277855|MS* 4-0012|||FAX|212-854-0012
277858|FAX|277857|MS* 4-6972|||FAX|212-854-6972
277859|ACCION BORICUA|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277861|AMERICAN INSTITUTE OF CHEMICAL ENGINEERS  (AICHE)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277863|AMERICAN INSTITUTE OF INDUSTRIAL ENGINEERS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277865|AMERICAN SOCIETY OF CIVIL ENGINEERS  (ASCE)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277867|AMERICAN SOCIETY OF MECHANICAL ENGINEERS  (ASME)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277869|ANIME CLUB|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277873|ARMENIAN CLUB|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277875|ASIAN AMERICAN ALLIANCE|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277877|ASIAN AMERICAN SOCIETY OF ENGINEERS (AASE)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277879|ASIAN JOURNAL (CC)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277881|ASIAN/PACIFIC AMERICAN AWARENESS MONTH  (APAAM)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277883|ASSOCIATION FOR COMPUTING MACHINERY (ACM)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277885|BACH SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277891|BIOMEDICAL ENGINEERING SOCIETY (BMES)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277893|BLACK HERITAGE MONTH|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277895|BLACK SISTERS OF BARNARD AND COLUMBIA|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277897|BLACK STUDENTS ORGANIZATION|277857|MS* 4-4276||2602|OFFICE|212-854-4276
277899|BLACK THEATRE ENSEMBLE|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277901|BLUE AND WHITE|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277903|BLUE KEY SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277905|CARIBBEAN STUDENTS ASSOCIATION|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277907|CC CLASS OF 2007|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277909|CC CLASS OF 2008|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277911|CC CLASS OF 2005|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277913|CC CLASS OF 2006|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277915|CC STUDENT COUNCIL|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277917|CHANDLER SOCIETY FOR UNDERGRADUATE CHEMISTRY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277919|COLUMBIA SIGN LANGUAGE CLUB (formerly cu sign)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277921|CHARLES DREW PREMEDICAL SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277923|CHICANO CAUCUS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277925|CHINESE STUDENTS CLUB (CSC)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277927|CLEF HANGERS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277929|CLUB ZAMANA (CC)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277931|COLLECTION, THE|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277935|COLUMBIA CONCERTS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277939|COLUMBIA FORUM FOR SOCIETY, SCIENCE,  AND RELIGION (CFSSR)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277941|COLUMBIA MOCK TRIAL TEAM|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277943|COLUMBIA MUSIC PRESENTS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277945|COLUMBIA MUSICAL THEATRE SOCIETY (CMTS)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277949|COLUMBIA ORGANIZATION OF RISING ENTREPRENEURS (CORE)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277953|COLUMBIA OUTDOOR ORIENTATION PROGRAM|277857|MS* 4-3611||2601|OFFICE|212-854-3611
277955|COLUMBIA OUTDOOR RIVER ORIENTATION PROGRAM|277857|MS* 4-3611||2601|OFFICE|212-854-3611
277957|COLUMBIA REVIEW|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277961|COLUMBIA TELEVISION (CTV)|277857|MS* 4-8900||2602|OFFICE|212-854-8900
277966|COLUMBIA TRANSIT AUTHORITY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277968|COLUMBIA UNIVERSITY PERFORMING ARTS LEAGUE (CUPAL)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277970|COLUMBIA UNIVERSITY PRODUCERS AND DIRECTORS CLUB (CUPDC)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277972|COLUMBIAN (CC/SEAS YEARBOOK)|277857|MS* 4-7866||2602|OFFICE|212-854-7866
277976|CONVERSIO VIRIUM (BDSM INFORMATIONAL GROUP)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277980|CULINARY SOCIETY OF COLUMBIA|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277982|EAST ASIAN REVIEW|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277984|ECONOMICS SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277986|ELEMENTARY HIP-HOP JOURNAL|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277988|ENGINEERING CLASS OF 2007|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277990|ENGINEERING CLASS OF 2008|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277992|ENGINEERING CLASS OF  2005|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277994|ENGINEERING CLASS OF 2006|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277996|ENGINEERING STUDENT COUNCIL(ESC)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
277998|ENGINEERING STUDENT LIFE, ENGINEERING WEEK|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278001|FERRIS REEL FILM SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278003|FREE ART|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278005|FRENCH CULTURE CLUB|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278007|GAMES CLUB|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278009|GLEE CLUB|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278011|GOLDEN KEY SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278013|GOSPEL CHOIR|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278015|GRUPO QUISQUEYANO  (DOMINICAN STUDENTS CLUB)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278017|HAITIAN STUDENTS ASSOCIATION|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278019|HELLAS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278021|HELVIDIUS: THE JOURNAL OF POLITICS & SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278025|INDIVIDUAL EVENTS SPEECH TEAM|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278027|INSTITUTE OF ELECTRICAL AND ELECTRONIC ENGINEERS  (IEEE)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278030|IRELAND CLUB|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278032|JAPAN CLUB|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278034|JAZZ BAND|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278036|JESTER|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278038|KARAOKE CLUB|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278040|KINGS COURT JUGGLERS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278042|KINGS CROWN AWARD|277857|MS* 4-3611||2601|OFFICE|212-854-3611
278044|KINGS CROWN SHAKESPEARE TROUPE|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278046|KINGSMEN|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278048|KOREAN STUDENTS ASSOCIATION (KSA)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278050|LATINO HERITAGE MONTH|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278052|LIGA FILIPINA|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278054|METROTONES|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278056|MODEL CONGRESS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278058|MODEL EUROPEAN UNION CLUB (MEU)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278060|MODEL UNITED NATIONS (MUN)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278062|MUSEO|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278064|MUSEUM CLUB|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278066|NATIONAL SOCIETY OF BLACK ENGINEERS  (NSBE)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278068|NATIVE AMERICAN COUNCIL|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278070|NATIVE AMERICAN HERITAGE MONTH (NAHM)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278072|NEW STUDENT ORIENTATION PROGRAM|277857|MS* 4-3611||2601|OFFICE|212-854-3611
278075|NIGHTLINE ( PEER COUNSELING)|277857|MS*4-4909||2602|OFFICE|212-854-4909
278078|NOTES AND KEYS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278080|OHANA (THE HAWAII CLUB)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278082|OPERA ENSEMBLE (cc)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278084|ORCHESIS (DANCE)|277857|4-4909||2602|OFFICE|212-854-4909
278089|ORGANIZATION OF PAKISTANI STUDENTS (ops)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278091|PARLIAMENTARY DEBATE TEAM|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278093|PHILOLEXIAN SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278095|POLICY DEBATE UNION|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278099|PRANGSTGRUP|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278101|PURSUIT OF ACADEMIC STANDARD AND TRADITIONS (PAST-)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278105|QUEERS OF COLOR|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278107|QUIZ BOWL|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278109|RAW ELEMENTZ|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278111|ROMANIAN SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278113|RUSSIAN INTERNATIONAL ASSOCIATION|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278115|SCIENCE FICTION SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278117|SENIOR WEEK|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278119|SINGAPORE STUDENTS ASSOCIATION|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278121|SIX MILKS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278123|SOCIETA ITALIANA|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278125|SOCIETY OF AUTOMOTIVE ENGINEERING|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278127|SOCIETY OF HISPANIC PROFESSIONAL ENGINEERS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278129|SOCIETY OF WOMEN ENGINEERS  (SWE)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278131|SOPHOMORE/JUNIOR WEEK|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278133|SOUL|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278135|SOUNDS OF CHINA|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278137|STUDENT GOVERNMENT ORGANIZATION  (SGO)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278139|STUDENT EDUCATION ADVOCACY LEAGUE (SEAL)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278141|STUDENT ORGANIZATION OF LATINOS (SOL)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278143|STUDENTS PROMOTING EMPOWERMENT AND KNOWLEDGE (SPEAK)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278145|THAI SA-BAI|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278147|TURATH|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278149|TURKISH STUDENTS ASSOCIATION|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278151|TWO LEFT FEET|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278153|UKRAINIAN STUDENTS SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278155|UNDERGRADUATE LAW SOCIETY|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278157|UNITED STUDENTS OF COLOR COUNCIL (CC/SEAS)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278159|UPSTART|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278161|UPTOWN VOCALS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278163|VARSITY SHOW (CC/SEAS)|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278169|WEATHER CLUB|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278171|WIND  ENSEMBLE|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278173|WKCR-FM (RADIO STATION) (cc)|277857|||2612|OFFICE|212-854-9920
278177|WOMEN HELPING WOMEN|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278179|WOMEN IN INTERNATIONAL AFFAIRS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278183|WOMEN'S HISTORY MONTH|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278185|WORKS AND PROGRESS|277857|MS* 4-4909||2602|OFFICE|212-854-4909
278192|BARTENDING AGENCY AND SCHOOL OF MIXOLOGY, COLUMBIA (STUDENT ENTERPRISES)|278191|MS* 4-4537|||OFFICE|212-854-4537
278194|INSIDE NEW YORK|278191|MS* 4-2804|||OFFICE|212-854-2804
278195|CAMPUS PAGES, COLUMBIA (STUDENT ENTERPRISES)|278191|MS* 4-6222||5727|OFFICE|212-854-6222
278205|COLUMBIA COLLEGE|278204|MS* 4-4909||2602|OFFICE|212-854-4909
278207|ENGINEERING|278204|MS* 4-4909||2602|OFFICE|212-854-4909
278209|GENERAL STUDIES|278204|MS* 4-5724|||OFFICE|21854-5724
278216|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|278215|||||
278218|FAX|278217|MS* 4-7400|||FAX|212-854-7400
278222|ADMINISTRATIVE OFFICE|278219|||||
278242|FACETS|278219|MS* 4-7042||9201|OFFICE|212-854-7042
278244|Primary Care Medical Services|278243|||||
278257|Counseling and Psychological Services|278243|||||
278258|Office of Disability Services|278243|||||
278262|Insurance and Immunization Inquiries|278243|||||
278264|Emergency Resources|278243|||||
278273|MEDICAL CENTER|278219|||||
278278|I.D. OFFICE|278219|MS* 4-4400||9209|OFFICE|212-854-4400
278279|STUDENT CENTER-LERNER HALL MANAGEMENT OFFICE|278219|||2603||
278287|REGISTRAR|278219|MS* 4-4400||9202|OFFICE|212-854-4400
278291|FAX|278290||||FAX|212-932-3996
278292|EMERGENCIES   99 OR|278290|MS* 4-5555|||OFFICE|212-854-5555
278293|URH@COLUMBIA.EDU|278290|||||
278294|INFORMATION LINE|278219|MS* 4-4400|||OFFICE|212-854-4400
278488|STUDENT FINANCIAL SERVICES|278219|MS* 4-4400||9204|OFFICE|212-854-4400
278495|STUDENT INFORMATION SYSTEMS|278219|MS* 4-2989||9211|OFFICE|212-854-2989
278501|"Not Your Parents' Travel Agency"|278500|||||
278502|2871 BWAY|278500||||OFFICE|212-865-2700
278504|FAX|278500||||FAX|212-316-0523
278508|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|278507|||||
278511|FAX|278510|MS* 4-5861|||FAX|212-854-5861
278517|Dean|278514|MS* 4-3771||4110|OFFICE|212-854-3771
278523|BUSINESS OFFICE|278522|MC* 6-9424|||OFFICE|212-305-9424
278525|CHAIRMAN S ADMINISTRATIVE OFFICE|278522|MC* 5-9600|||OFFICE|212-305-9600
278527|FINANCIAL AFFAIRS OFFICE|278522|MC* 6-9317|||OFFICE|212-305-9317
278528|OPERATIONS|278522|MC* 5-7116|||OFFICE|212-305-7116
278537|FAX|278536|MS* 4-7400|||FAX|212-854-7400
278542|FAX|278541||||FAX|212-932-9421
278554|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|278553|||||
278556|FAX|278555|MS* 4-3344|||FAX|212-854-3344
278559|UNDERGRADUATE|278558|MS* 4-4900|||OFFICE|212-854-4900
278560|GENERAL AND GRADUATE|278558|MS* 4-4902|||OFFICE|212-854-4902
278564|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|278563|||||
278569|INFORMATION|278568|MS* 4-4844|||OFFICE|212-854-4844
278571|FACULTY/STAFF TRAVEL|278570|||||
278573|STUDENT TRAVEL CENTER  (STA )|278570||||OFFICE|212-865-2700
278578|ACCOUNTING AND REPORTING|278577|||7405||
278584|ACCOUNTS PAYABLE SERVICE CENTER|278577|MS* 4-2122|Studebaker Bldg,615 West 131st Street,3rd Floor|3203|OFFICE|212-854-2122
278620|PAYROLL ACCOUNTING AND OPERATIONS|278577|||3202||
278638|RESTRICTED FUNDS|278577|MS* 4-1048||7409|FAX|212-854-1048
278645|RISK MANAGEMENT|278656|MS* 4-9709||7713|FAX|212-854-9709
278653|CONTROLLER|278577|MS* 4-9710||3206|OFFICE|212-854-9710
278657|STRATEGIC INITIATIVE|278656|||7711||
278659|TREASURY SERVICES|278656|||7711||
278671|ACADEMIC RESOURCE CENTER (ARC)|278670|MS* 4- 4097||4106|OFFICE|212-854-4097
278678|FAX|278677|MS* 4-5009|||FAX|212-854-5009
278680|FAX|278679|MS* 4-1854|||FAX|212-854-1854
278682|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|278681|||||
278686|FAX|278685||||FAX|212-280-1416
278687|WWW.UTS.COLUMBIA.EDU|278685|||||
278699|Gift Systems|461320|||4309|OFFICE|866-443-8797
278700|Columbia College Today|461320|MS* 1-7852|||OFFICE|212-851-7852
278701|"Columbia" The Magazine of Columbia University|461320|MS* 1-4155||4520|OFFICE|212-851-4155
278703|Executive Director for Donor Relations|461320|MS* 1-7476||4520|OFFICE|212-851-7476
278705|DEPUTY UNIVERSITY LIBRARIAN|278704|MS* 4-2226|||OFFICE|212-854-2226
278712|CALENDAR|278711|MS* 4-6546||4321|OFFICE|212-854-6546
278716|FAX|278715|MS* 4-8248|||FAX|212-854-8248
278718|PHONE|278717|MS* 4-2023|||OFFICE|212-854-2023
278719|universitysenate@columbia.edu|278717|||||
278720|FAX|278717|MS* 4-9123|||FAX|212-854-9123
278721|www.columbia.edu/cu/senate|278717|||||
278729|FAX|278728|MS* 4-7984|||FAX|212-854-7984
278731|FAX|278730|MC* 7-0113|||FAX|212-305-0113
278738|Fax|278737|MS* 4-5401|||FAX|212-854-5401
278739|Associate Vice President for Academic Planning|278737|MS* 4-3689||4311|OFFICE|212-854-3689
278741|Deputy Vice President for Administration|278737|MS* 4-8297||4315|OFFICE|212-854-8297
278743|Assistant Vice President for Budget and Finance|278737|MS* 4-6107||4302|OFFICE|212-854-6107
278748|FAX|278747|HS* 5-3545|||FAX|212-305-3545
278750|FAX|278749|IC* 2655|||FAX|212-870-2655
278753|FAX|278752|MS* 4-4972|||FAX|212-854-4972
278760|VIDEO  PRODUCTION|278759|MS* 1-2970|||OFFICE|212-851-2970
278766|INFORMATION|278764|MS* 4-4900|||OFFICE|212-854-4900
278767|CALENDAR  (COLUMBIA UNIVERSITY RECORD)|278764|MS* 4-3282||4321|OFFICE|212-854-3282
278768|CAMPUS TOURS|278764|||||
278771|VISITORS CENTER|278764|MS* 4-4901||4318|OFFICE|212-854-4901
278775|FAX|278774|MS* 4-7708|||FAX|212-854-7708
278776|WELDING STUDIO|278774|CX* 2453|||OFFICE|212-280-2453
278780|OFFICE|278777|MS* 4-2877||4331|OFFICE|212-854-2877
278788|FAX|278787|MS* 4-6577|||FAX|212-854-6577
278790|FAX|278789||||FAX|212-678-4817
278793|PHONE|278792|MS* 4-4618|||OFFICE|212-854-4618
278801|FAX|278800|MS* 4-7466|||FAX|212-854-7466
278803|FAX|278802|MS* 4-3434|||FAX|212-854-3434
278805|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|278804|||||
278807|FAX|278806|MS* 4-3434|||FAX|212-854-3434
278809|FAX|278808||||FAX|212-326-5528
278811|FAX|278810|HS* 6-3244|||FAX|212-305-3244
278812|WWW. STEPHENCOHEN.MEDEM.COM|278810|||||
278814|FAX|278813||||FAX|646-756-8280
278816|FAX|278815|MS* 4-7466|||FAX|212-854-7466
278822|FAX|278821|MS* 4-7704|||FAX|212-854-7704
278824|CREATIVE WRITING  (CONTINUING EDUCATION)|278823|MS* 4-3774||4108|OFFICE|212-854-3774
278825|GENERAL STUDIES|278823|MS* 4-3774||4108|OFFICE|212-854-3774
278828|COLUMBIAN (CC/SEAS)|278826|MS* 4-3611||2602|OFFICE|212-854-3611
278833|PEGASUS (LAW)|278826|MS* 4-2395|||OFFICE|212-854-2395
278837|WWW.LAW.COLUMBIA.EDU/STUDENTSERVICES/|278836|||||
278861|BABY-SITTING SERVICE|278860|MS* 4-2035|||OFFICE|212-854-2035
278862|BARTENDING SERVICE|278860|MS* 4-4650|||OFFICE|212-854-4650
278872|ACADEMIC|278871|MS* 4-8477|||OFFICE|212-854-8477
278873|ADMINISTRATIVE (MINS)|278871|MS* 4-8791|||OFFICE|212-854-8791
278874|HELP-LINE|278871|MS* 4-7172|||OFFICE|212-854-7172
278883|ADVANCEMENT SERVICES|278882|MS* 4-2471|||OFFICE|212-854-2471
278884|FUND OFFICE|278882|MS* 4-2001|||OFFICE|212-854-2001
278894|PHONE|278893|MS* 4-5618|||OFFICE|212-854-5618
278897|OFFICE|278896|MS* 4-2041|||OFFICE|212-854-2041
278898|SERVICE RESPONSE CENTER|278896|MS* 4-8990|||OFFICE|212-854-8990
278930|ARCHIVIST-|278929|MS* 4-4079|||OFFICE|212-854-4079
278931|CIRCULATION DESK|278929|MS* 4-3846|||OFFICE|212-854-3846
278932|DEAN|278929|MS* 4-2147|||OFFICE|212-854-2147
278933|MEDIA SERVICES|278929|MS* 4-2418|||OFFICE|212-854-2418
278934|REFERENCE DESK|278929|MS* 4-3953|||OFFICE|212-854-3953
278935|RESERVE DESK|278929|MS* 4-3938|||OFFICE|212-854-3938
278936|TECHNICAL SERVICES|278929|MS* 4-2146|||OFFICE|212-854-2146
278940|ADMINISTRATION/FACULTY|278939|MS* 4-2019|||OFFICE|212-854-2019
278941|STUDENT|278939|MS* 4-2095|||OFFICE|212-854-2095
278944||278942|MS* 4-3577||||
278952|Mail and Document Services|278951|MS* 4-2087|||OFFICE|212-854-2087
278972|OFFICES|278971|||||
278977|FRONT DESK|278971|||||
279003|PHONE|279002|MS* 4-2079|||OFFICE|212-854-2079
279019|411 BNRD|279018|MS* 4-2713|||OFFICE|212-854-2713
279020|415A BNRD|279018|MS* 4-6945|||OFFICE|212-854-6945
279072|Fax|279071|TC* 3985|||FAX|212-678-3985
279073|Supplies|279071|TC* 3922|||OFFICE|212-678-3920
279075|Trade|279071|TC* 3291|||OFFICE|212-678-3291
279076|Manager|279071|TC* 3920|||OFFICE|212-678-3920
279078|Assistant Manager|279071|TC* 3920|||OFFICE|212-678-3920
279088|Executive Chef|279085||||FAX|212-870-8650
279090|Food Services Director|279085|TC* 3168|||OFFICE|212-678-3168
279099|Fax|279098||||FAX|212-678-8417
279104|Center for Technology and School Change|279098|TC* 3773|||OFFICE|212-678-3773
279108|Hechinger Institute on education and the Media|279098||||OFFICE|212-851-1072
279109|International Center for Cooperation and Conflict Resolution (ICCCR)|279098||||OFFICE|800-290-3664
279152|Goodman Family Computer Classroom|279151|TC* 3302|||OFFICE|212-678-3302
279153|Academic Computing Services|279151|TC* 3302|||OFFICE|212-678-3302
279154|Administrative Information Services|279151|TC* 3485|||OFFICE|212-678-3485
279155|Computer Operations|279151|TC* 3303|||OFFICE|212-678-3303
279156|Consulting-Instructional|279151|TC* 3302|||OFFICE|212-678-3302
279157|Help Desk, CIS (Faculty & Staff)|279151|TC* 3300|||OFFICE|212-678-3300
279159|Help Desk, CIS (Students)|279151|TC* 3304|||OFFICE|212-678-3304
279162|Media Services|279151|TC* 3822|||OFFICE|212-678-3822
279164|Telecommunications, Office of|279151|TC* 3456|||OFFICE|212-678-3456
279180|Business Service|279179|TC* 3055|||OFFICE|212-678-3055
